protein_idx,gene_id,gene_symbol
1266,2976,GTF3C2
1267,4715,NDUFB9
1268,2332,FMR1
1269,246126,NA
1270,79017,GGCT
1271,1045,CDX2
1272,51663,ZFR
1273,56260,C8orf44
1274,51666,ASB4
1275,51665,ASB1
1276,10946,SF3A3
1277,1147,CHUK
1278,9477,MED20
1279,11059,WWP1
1280,5500,PPP1CB
1281,140462,ASB9
1282,140461,ASB8
1283,140460,ASB7
1284,694,BTG1
1285,85464,SSH2
1286,83732,RIOK1
1287,8651,SOCS1
1288,57634,EP400
1289,8655,DYNLL1
1290,57630,SH3RF1
1291,2243,FGA
1292,997,CDC34
1293,996,CDC27
1294,991,CDC20
1295,990,CDC6
1296,8538,BARX2
1297,8533,COPS3
1298,56929,FEM1C
1299,285668,C5orf64
1300,5595,MAPK3
1301,6568,SLC17A1
1302,79876,UBA5
1303,10616,RBCK1
1304,89890,KBTBD6
1305,85004,RERG
1306,23462,HEY1
1307,10533,ATG7
1308,400322,NA
1309,51692,CPSF3
1310,23304,UBR2
1311,148789,B3GALNT2
1312,9919,SEC16A
1313,8881,CDC16
1314,134111,UBE2QL1
1315,26259,FBXW8
1316,2932,GSK3B
1317,23415,KCNH4
1318,23416,KCNH3
1319,4018,LPA
1320,27252,KLHL20
1321,84961,FBXL20
1322,9399,STOML1
1323,5978,REST
1324,253714,MMS22L
1325,9969,MED13
1326,51742,ARID4B
1327,285636,C5orf51
1328,29945,ANAPC4
1329,3757,KCNH2
1330,3756,KCNH1
1331,222235,FBXL13
1332,55819,RNF130
1333,55958,KLHL9
1334,10324,KLHL41
1335,2206,MS4A2
1336,100287569,NA
1337,7153,TOP2A
1338,140739,UBE2F
1339,51132,RLIM
1340,1039,CDR2
1341,734,OSGIN2
1342,157378,TMEM65
1343,26235,FBXL4
1344,89849,ATG16L2
1345,8065,CUL5
1346,197131,UBR1
1347,51529,ANAPC11
1348,3725,JUN
1349,9862,MED24
1350,8260,NAA10
1351,9867,PJA2
1352,123263,MTFMT
1353,143384,CACUL1
1354,2899,GRIK3
1355,80176,SPSB1
1356,11065,UBE2C
1357,3685,ITGAV
1358,4836,NMT1
1359,140458,ASB5
1360,140459,ASB6
1361,9439,MED23
1362,140456,ASB11
1363,11009,IL24
1364,10001,MED6
1365,9611,NCOR1
1366,6742,SSBP1
1367,84085,FBXO30
1368,22827,PUF60
1369,23186,RCOR1
1370,64320,RNF25
1371,10365,KLF2
1372,55070,DET1
1373,4008,LMO7
1374,92369,SPSB4
1375,9817,KEAP1
1376,9811,CTIF
1377,22954,TRIM32
1378,10489,LRRC41
1379,4591,TRIM37
1380,55175,KLHL11
1381,891,CCNB1
1382,892,CCNC
1383,84790,TUBA1C
1384,7325,UBE2E2
1385,898,CCNE1
1386,81559,TRIM11
1387,51444,RNF138
1388,8317,CDC7
1389,137994,LETM2
1390,25870,SUMF2
1391,9040,UBE2M
1392,4791,NFKB2
1393,6636,SNRPF
1394,221687,RNF182
1395,7336,UBE2V2
1396,7334,UBE2N
1397,142678,MIB2
1398,7332,UBE2L3
1399,9968,MED12
1400,84920,ALG10
1401,84926,SPRYD3
1402,80306,MED28
1403,8916,HERC3
1404,54908,SPDL1
1405,55504,TNFRSF19
1406,55859,BEX1
1407,400569,MED11
1408,80824,DUSP16
1409,347730,LRRTM1
1410,55599,RNPC3
1411,64718,UNKL
1412,51676,ASB2
1413,1155,TBCB
1414,4337,MOCS1
1415,23077,MYCBP2
1416,673,BRAF
1417,90933,TRIM41
1418,3646,EIF3E
1419,9903,KLHL21
1420,25898,RCHY1
1421,25893,TRIM58
1422,25897,RNF19A
1423,4644,MYO5A
1424,5728,PTEN
1425,26249,KLHL3
1426,51088,KLHL5
1427,2475,MTOR
1428,8030,CCDC6
1429,401036,ASB18
1430,987,LRBA
1431,8528,DDO
1432,8139,GAN
1433,9992,KCNE2
1434,9496,TBX4
1435,146330,FBXL16
1436,10025,MED16
1437,90293,KLHL13
1438,55133,SRBD1
1439,55131,RBM28
1440,3008,HIST1H1E
1441,26017,FAM32A
1442,391491,NA
1443,2177,FANCD2
1444,112398,EGLN2
1445,55090,MED9
1446,5128,CDK17
1447,8451,CUL4A
1448,10422,UBAC1
1449,138046,RALYL
1450,9647,PPM1F
1451,9643,MORF4L2
1452,64219,PJA1
1453,84727,SPSB2
1454,89122,TRIM4
1455,54828,BCAS3
1456,23389,MED13L
1457,51586,MED15
1458,7428,VHL
1459,6830,SUPT6H
1460,6837,MED22
1461,647000,NA
1462,9212,AURKB
1463,9039,UBA3
1464,118424,UBE2J2
1465,10559,SLC35A1
1466,27246,RNF115
1467,983,CDK1
1468,84261,FBXW9
1469,140691,TRIM69
1470,29894,CPSF1
1471,283111,OR51V1
1472,758,MPPED1
1473,8774,NAPG
1474,55521,TRIM36
1475,6880,TAF9
1476,55863,TMEM126B
1477,25793,FBXO7
1478,1024,CDK8
1479,1021,CDK6
1480,1020,CDK5
1481,57646,USP28
1482,8697,CDC23
1483,27338,UBE2S
1484,51129,ANGPTL4
1485,255488,RNF144B
1486,114327,EFHC1
1487,7936,NELFE
1488,79654,HECTD3
1489,64410,KLHL25
1490,57542,KLHL42
1491,10376,TUBA1B
1492,148581,UBE2U
1493,219541,MED19
1494,158506,ZNF645
1495,80164,PRR36
1496,25847,ANAPC13
1497,2580,GAK
1498,2138,EYA1
1499,1441,CSF3R
1500,80790,CMIP
1501,29079,MED4
1502,85364,ZCCHC3
1503,9603,NFE2L3
1504,57337,SENP7
1505,201456,FBXO15
1506,144245,ALG10B
1507,9354,UBE4A
1508,5730,PTGDS
1509,222194,RSBN1L
1510,6468,FBXW4
1511,3784,KCNQ1
1512,5635,PRPSAP1
1513,5630,PRPH
1514,472,ATM
1515,473,RERE
1516,25831,HECTD1
1517,6663,SOX10
1518,4855,NOTCH4
1519,4854,NOTCH3
1520,9690,UBE3C
1521,55295,KLHL26
1522,57565,KLHL14
1523,10534,SSSCA1
1524,5110,PCMT1
1525,10653,SPINT2
1526,81567,TXNDC5
1527,30835,CD209
1528,56893,UBQLN4
1529,79848,CSPP1
1530,81488,POLR2M
1531,54813,KLHL28
1532,6366,CCL21
1533,83998,REG4
1534,51562,MBIP
1535,22985,ACIN1
1536,57037,ANKMY2
1537,5982,RFC2
1538,64785,GINS3
1539,9208,LRRFIP1
1540,22938,SNW1
1541,6573,SLC19A1
1542,5378,PMS1
1543,5983,RFC3
1544,5981,RFC1
1545,5985,RFC5
1546,23476,BRD4
1547,10528,NOP56
1548,5429,POLH
1549,10111,RAD50
1550,2314,FLII
1551,63922,CHTF18
1552,54921,CHTF8
1553,1663,DDX11
1554,988,CDC5L
1555,5426,POLE
1556,5395,PMS2
1557,9656,MDC1
1558,23612,PHLDA3
1559,22998,LIMCH1
1560,1653,DDX1
1561,580,BARD1
1562,79959,CEP76
1563,4292,MLH1
1564,641,BLM
1565,10868,USP20
1566,9557,CHD1L
1567,56852,RAD18
1568,5308,PITX2
1569,4436,MSH2
1570,4907,NT5E
1571,56916,SMARCAD1
1572,5111,PCNA
1573,7158,TP53BP1
1574,3364,HUS1
1575,5706,PSMC6
1576,5702,PSMC3
1577,7150,TOP1
1578,84193,SETD3
1579,23649,POLA2
1580,3875,KRT18
1581,4772,NFATC1
1582,4773,NFATC2
1583,2956,MSH6
1584,79075,DSCC1
1585,6118,RPA2
1586,6119,RPA3
1587,5424,POLD1
1588,5422,POLA1
1589,83987,CCDC8
1590,5810,RAD1
1591,55832,CAND1
1592,5813,PURA
1593,4361,MRE11A
1594,4683,NBN
1595,5883,RAD9A
1596,5884,RAD17
1597,3978,LIG1
1598,22897,CEP164
1599,51493,RTCB
1600,890,CCNA2
1601,6138,RPL15
1602,3428,IFI16
1603,2965,GTF2H1
1604,2967,GTF2H3
1605,2966,GTF2H2
1606,56257,MEPCE
1607,50484,RRM2B
1608,64782,AEN
1609,7112,TMPO
1610,83932,SPRTN
1611,10459,MAD2L2
1612,9833,MELK
1613,7486,WRN
1614,9837,GINS1
1615,7517,XRCC3
1616,7516,XRCC2
1617,7515,XRCC1
1618,9100,USP10
1619,50485,SMARCAL1
1620,6240,RRM1
1621,6241,RRM2
1622,8318,CDC45
1623,7272,TTK
1624,55738,ARFGAP1
1625,57455,REXO1
1626,3832,KIF11
1627,4175,MCM6
1628,675,BRCA2
1629,2175,FANCA
1630,10721,POLQ
1631,7398,USP1
1632,4331,MNAT1
1633,1956,EGFR
1634,55666,NPLOC4
1635,80233,FAAP100
1636,7443,VRK1
1637,10592,SMC2
1638,5425,POLD2
1639,51659,GINS2
1640,91603,ZNF830
1641,2067,ERCC1
1642,10535,RNASEH2A
1643,100288562,LOC100288562
1644,54962,TIPIN
1645,11201,POLI
1646,254958,NA
1647,5423,POLB
1648,9716,AQR
1649,2068,ERCC2
1650,116028,RMI2
1651,79728,PALB2
1652,2176,FANCC
1653,9787,DLGAP5
1654,2073,ERCC5
1655,2072,ERCC4
1656,2178,FANCE
1657,2074,ERCC6
1658,5001,ORC5
1659,9156,EXO1
1660,3669,ISG20
1661,902,CCNH
1662,55723,ASF1B
1663,22909,FAN1
1664,3150,HMGN1
1665,7534,YWHAZ
1666,55055,ZWILCH
1667,81691,LOC81691
1668,84126,ATRIP
1669,1643,DDB2
1670,11004,KIF2C
1671,55120,FANCL
1672,1841,DTYMK
1673,157570,ESCO2
1674,54107,POLE3
1675,29028,ATAD2
1676,23063,WAPL
1677,10635,RAD51AP1
1678,5817,PVR
1679,9319,TRIP13
1680,9126,SMC3
1681,64151,NCAPG
1682,80010,RMI1
1683,63967,CLSPN
1684,10799,RPP40
1685,9636,ISG15
1686,3161,HMMR
1687,22974,TPX2
1688,5439,POLR2J
1689,699,BUB1
1690,7415,VCP
1691,7156,TOP3A
1692,10403,NDC80
1693,545,ATR
1694,124739,USP43
1695,29089,UBE2T
1696,7353,UFD1L
1697,5893,RAD52
1698,2187,FANCB
1699,4771,NF2
1700,11339,OIP5
1701,2189,FANCG
1702,2188,FANCF
1703,3280,HES1
1704,4174,MCM5
1705,4173,MCM4
1706,4171,MCM2
1707,25998,IBTK
1708,1022,CDK7
1709,27033,ZBTB32
1710,5427,POLE2
1711,157777,MCMDC2
1712,9184,BUB3
1713,84942,WDR73
1714,57109,REXO4
1715,10714,POLD3
1716,27339,PRPF19
1717,129607,CMPK2
1718,5814,PURB
1719,56949,XAB2
1720,51514,DTL
1721,4085,MAD2L1
1722,56655,POLE4
1723,10166,SLC25A15
1724,11130,ZWINT
1725,9883,POM121
1726,348654,GEN1
1727,55872,PBK
1728,2237,FEN1
1729,5885,RAD21
1730,23184,MESDC2
1731,1161,ERCC8
1732,3068,HDGF
1733,4691,NCL
1734,57804,POLD4
1735,11073,TOPBP1
1736,57654,UVSSA
1737,51455,REV1
1738,1111,CHEK1
1739,83990,BRIP1
1740,328,APEX1
1741,5932,RBBP8
1742,5931,RBBP7
1743,79915,ATAD5
1744,10051,SMC4
1745,8243,SMC1A
1746,9768,KIAA0101
1747,84250,SLF1
1748,11169,WDHD1
1749,9924,PAN2
1750,5557,PRIM1
1751,7507,XPA
1752,144715,RAD9B
1753,8914,TIMELESS
1754,1763,DNA2
1755,81875,ISG20L2
1756,4998,ORC1
1757,1642,DDB1
1758,1,A1BG
1759,27301,APEX2
1760,9937,DCLRE1A
1761,2850,GPR27
1762,57697,FANCM
1763,7083,TK1
1764,5994,RFXAP
1765,10880,ACTL7B
1766,10881,ACTL7A
1767,9985,REC8
1768,59,ACTA2
1769,58,ACTA1
1770,642636,RAD21L1
1771,9262,STK17B
1772,595,CCND1
1773,6597,SMARCA4
1774,57469,PNMAL2
1775,80198,MUS81
1776,387521,TMEM189
1777,11200,CHEK2
1778,84517,ACTRT3
1779,10121,ACTR1A
1780,10120,ACTR1B
1781,86,ACTL6A
1782,4205,MEF2A
1783,1719,DHFR
1784,10606,PAICS
1785,4968,OGG1
1786,200895,DHFRL1
1787,1235,CCR6
1788,51380,CSAD
1789,9085,CDY1
1790,140625,ACTRT2
1791,117247,SLC16A10
1792,91442,FAAP24
1793,64858,DCLRE1B
1794,353497,POLN
1795,11144,DMC1
1796,2678,GGT1
1797,84896,ATAD1
1798,71,ACTG1
1799,60,ACTB
1800,4437,MSH3
1801,23405,DICER1
1802,81569,ACTL8
1803,7014,TERF2
1804,8940,TOP3B
1805,26330,GAPDHS
1806,54108,CHRAC1
1807,9407,TMPRSS11D
1808,139741,ACTRT1
1809,619373,MBOAT4
1810,847,CAT
1811,7295,TXN
1812,7298,TYMS
1813,55860,ACTR10
1814,6595,SMARCA2
1815,5428,POLG
1816,170487,ACTL10
1817,8837,CFLAR
1818,7374,UNG
1819,254394,MCM9
1820,51412,ACTL6B
1821,22818,COPZ1
1822,9759,HDAC4
1823,85441,HELZ2
1824,8728,ADAM19
1825,5289,PIK3C3
1826,54205,CYCS
1827,773,CACNA1A
1828,55601,DDX60
1829,2645,GCK
1830,11170,FAM107A
1831,72,ACTG2
1832,8554,PIAS1
1833,70,ACTC1
1834,284382,ACTL9
1835,9045,RPL14
1836,4157,MC1R
1837,3981,LIG4
1838,51314,NME8
1839,65095,KRI1
1840,54606,DDX56
1841,55341,LSG1
1842,23363,OBSL1
1843,84916,UTP4
1844,6727,SRP14
1845,10514,MYBBP1A
1846,5822,PWP2
1847,7307,U2AF1
1848,26576,SRPK3
1849,83448,PUS7L
1850,51068,NMD3
1851,84306,PDCD2L
1852,10196,PRMT3
1853,79039,DDX54
1854,6657,SOX2
1855,10199,MPHOSPH10
1856,55226,NAT10
1857,84549,MAK16
1858,51602,NOP58
1859,51605,TRMT6
1860,1662,DDX10
1861,11137,PWP1
1862,26156,RSL1D1
1863,79727,LIN28A
1864,8732,RNGTT
1865,81627,TRMT1L
1866,64425,POLR1E
1867,56902,PNO1
1868,5771,PTPN2
1869,100,ADA
1870,104,ADARB1
1871,84128,WDR75
1872,55127,HEATR1
1873,25879,DCAF13
1874,57050,UTP3
1875,9733,SART3
1876,54888,NSUN2
1877,54557,SGTB
1878,54555,DDX49
1879,54552,GNL3L
1880,8342,HIST1H2BM
1881,23246,BOP1
1882,5134,PDCD2
1883,6203,RPS9
1884,55153,SDAD1
1885,60314,C12orf10
1886,55781,RIOK2
1887,51236,HGH1
1888,84946,LTV1
1889,83475,DOHH
1890,84273,NOA1
1891,56474,CTPS2
1892,29889,GNL2
1893,29960,FTSJ2
1894,56341,PRMT8
1895,79009,DDX50
1896,83759,RBM4B
1897,23029,RBM34
1898,8761,PABPC4
1899,51202,DDX47
1900,51575,ESF1
1901,51574,LARP7
1902,4869,NPM1
1903,84154,RPF2
1904,4733,DRG1
1905,28987,NOB1
1906,23378,RRP8
1907,9904,RBM19
1908,55170,PRMT6
1909,54517,PUS7
1910,55759,WDR12
1911,134430,WDR36
1912,8971,H1FX
1913,705,BYSL
1914,6780,STAU1
1915,8807,IL18RAP
1916,1655,DDX5
1917,161823,ADAL
1918,56829,ZC3HAV1
1919,2287,FKBP3
1920,117246,FTSJ3
1921,57665,RDH14
1922,292,SLC25A5
1923,3010,HIST1H1T
1924,51106,TFB1M
1925,79050,NOC4L
1926,8726,EED
1927,2593,GAMT
1928,25983,NGDN
1929,1503,CTPS1
1930,54487,DGCR8
1931,11338,U2AF2
1932,1915,EEF1A1
1933,14,AAMP
1934,57062,DDX24
1935,55140,ELP3
1936,54984,PINX1
1937,54663,WDR74
1938,6741,SSB
1939,26354,GNL3
1940,6627,SNRPA1
1941,55771,PRR11
1942,92856,IMP4
1943,84365,NIFK
1944,51491,NOP16
1945,51816,CECR1
1946,56647,BCCIP
1947,55681,SCYL2
1948,5936,RBM4
1949,79159,NOL12
1950,146212,KCTD19
1951,29777,ABT1
1952,221830,TWISTNB
1953,23517,SKIV2L2
1954,2091,FBL
1955,11056,DDX52
1956,30836,DNTTIP2
1957,142940,TRUB1
1958,4673,NAP1L1
1959,4670,HNRNPM
1960,9277,WDR46
1961,10054,UBA2
1962,23567,ZNF346
1963,4234,METTL1
1964,23560,GTPBP4
1965,51118,UTP11L
1966,23160,WDR43
1967,80135,RPF1
1968,9578,CDC42BPB
1969,9094,UNC119
1970,3276,PRMT1
1971,3275,PRMT2
1972,8886,DDX18
1973,60487,TRMT11
1974,3007,HIST1H1D
1975,55813,UTP6
1976,26986,PABPC1
1977,23521,RPL13A
1978,9136,RRP9
1979,10642,IGF2BP1
1980,9869,SETDB1
1981,497661,C18orf32
1982,7846,TUBA1A
1983,4839,NOP2
1984,4931,NVL
1985,962,CD48
1986,6059,ABCE1
1987,2107,ETF1
1988,54475,NLE1
1989,23223,RRP12
1990,9221,NOLC1
1991,8568,RRP1
1992,6222,RPS18
1993,25926,NOL11
1994,51388,NIP7
1995,6732,SRPK1
1996,10885,WDR3
1997,27292,DIMT1
1998,1975,EIF4B
1999,84319,CMSS1
2000,51096,UTP18
2001,221078,NSUN6
2002,161424,NOP9
2003,10813,UTP14A
2004,56157,TEX13A
2005,57696,DDX55
2006,8634,RTCA
2007,23076,RRP1B
2008,387338,NSUN4
2009,90441,ZNF622
2010,11103,KRR1
2011,11107,PRDM5
2012,2253,FGF8
2013,84135,UTP15
2014,139422,MAGEB10
2015,10607,TBL3
2016,81027,TUBB1
2017,9724,UTP14C
2018,55720,TSR1
2019,84294,UTP23
2020,4115,MAGEB4
2021,51077,FCF1
2022,7549,ZNF2
2023,54433,GAR1
2024,9790,BMS1
2025,55003,PAK1IP1
2026,6835,SURF2
2027,6838,SURF6
2028,23404,EXOSC2
2029,55794,DDX28
2030,51631,LUC7L2
2031,1736,DKC1
2032,55646,LYAR
2033,3609,ILF3
2034,3608,ILF2
2035,83743,GRWD1
2036,7555,CNBP
2037,728071,NA
2038,6949,TCOF1
2039,23212,RRS1
2040,10171,RCL1
2041,23195,MDN1
2042,64318,NOC3L
2043,5042,PABPC3
2044,51018,RRP15
2045,54865,GPATCH4
2046,63899,NSUN3
2047,92170,MTG1
2048,57693,ZNF317
2049,64376,IKZF5
2050,27303,RBMS3
2051,5037,PEBP1
2052,65108,MARCKSL1
2053,7570,ZNF22
2054,5355,PLP2
2055,157310,PEBP4
2056,126282,TNFAIP8L1
2057,5987,TRIM27
2058,3927,LASP1
2059,84626,KRBA1
2060,4783,NFIL3
2061,8862,APLN
2062,51265,CDKL3
2063,84309,NUDT16L1
2064,54507,ADAMTSL4
2065,25804,LSM4
2066,112858,TP53RK
2067,92399,MRRF
2068,80726,KIAA1683
2069,80174,DBF4B
2070,79038,ZFYVE21
2071,51164,DCTN4
2072,1656,DDX6
2073,6655,SOS2
2074,4739,NEDD9
2075,339122,RAB43
2076,51765,STK26
2077,8237,USP11
2078,115106,HAUS1
2079,348110,ARPIN
2080,4654,MYOD1
2081,6386,SDCBP
2082,57616,TSHZ3
2083,7633,ZNF79
2084,81629,TSSK3
2085,8738,CRADD
2086,8737,RIPK1
2087,79047,KCTD15
2088,9529,BAG5
2089,26121,PRPF31
2090,56906,THAP10
2091,10783,NEK6
2092,3093,UBE2K
2093,648,BMI1
2094,167691,LCA5
2095,23322,RPGRIP1L
2096,3801,KIFC3
2097,54551,MAGEL2
2098,7347,UCHL3
2099,10024,TROAP
2100,54955,C1orf109
2101,221184,CPNE2
2102,9938,ARHGAP25
2103,92595,ZNF764
2104,254173,TTLL10
2105,2275,FHL3
2106,84675,TRIM55
2107,3866,KRT15
2108,6615,SNAI1
2109,7004,TEAD4
2110,29086,BABAM1
2111,653404,FOXD4L6
2112,157773,C8orf48
2113,8934,RAB29
2114,8932,MBD2
2115,158787,RIBC1
2116,7170,TPM3
2117,7178,TPT1
2118,79005,SCNM1
2119,1196,CLK2
2120,5925,RB1
2121,79169,C1orf35
2122,79165,LENG1
2123,284001,CCDC57
2124,27229,TUBGCP4
2125,11043,MID2
2126,80256,FAM214B
2127,85479,DNAJC5B
2128,58524,DMRT3
2129,54535,CCHCR1
2130,7188,TRAF5
2131,64127,NOD2
2132,222389,BEND7
2133,57325,CSRP2BP
2134,402665,IGLON5
2135,22832,CEP162
2136,132158,GLYCTK
2137,5585,PKN1
2138,56891,LGALS14
2139,7120,NA
2140,10524,KAT5
2141,10529,NEBL
2142,23270,TSPYL4
2143,340069,FAM170A
2144,23650,TRIM29
2145,287015,TRIM42
2146,7257,TSNAX
2147,51377,UCHL5
2148,5691,PSMB3
2149,55758,RCOR3
2150,84707,BEX2
2151,373,TRIM23
2152,5699,PSMB10
2153,51072,MEMO1
2154,51296,SLC15A3
2155,27430,MAT2B
2156,5493,PPL
2157,143884,CWF19L2
2158,4725,NDUFS5
2159,2303,FOXC2
2160,55231,CCDC87
2161,146540,ZNF785
2162,83541,FAM110A
2163,55806,HR
2164,91748,ELMSAN1
2165,140885,SIRPA
2166,80212,CCDC92
2167,79696,ZC2HC1C
2168,147525,NA
2169,83640,FAM103A1
2170,29922,NME7
2171,284058,KANSL1
2172,23551,RASD2
2173,7918,GPANK1
2174,6924,TCEB3
2175,59286,UBL5
2176,7917,BAG6
2177,4342,MOS
2178,256714,MAP7D2
2179,2052,EPHX1
2180,655,BMP7
2181,7984,ARHGEF5
2182,91734,IDI2
2183,26036,ZNF451
2184,10623,POLR3C
2185,10401,PIAS3
2186,53615,MBD3
2187,100303755,PET117
2188,8576,STK16
2189,84260,TCHP
2190,10013,HDAC6
2191,27124,INPP5J
2192,84069,PLEKHN1
2193,84062,DTNBP1
2194,10494,STK25
2195,6626,SNRPA
2196,80314,EPC1
2197,55702,CCDC94
2198,55663,ZNF446
2199,9915,ARNT2
2200,57596,BEGAIN
2201,358,AQP1
2202,55850,USE1
2203,9470,EIF4E2
2204,79637,ARMC7
2205,11051,NUDT21
2206,414157,C10orf62
2207,547,KIF1A
2208,114971,PTPMT1
2209,29110,TBK1
2210,1466,CSRP2
2211,84985,FAM83A
2212,57459,GATAD2B
2213,9825,SPATA2
2214,81926,ABHD17A
2215,53826,FXYD6
2216,254187,TSGA10IP
2217,23288,IQCE
2218,6314,ATXN7
2219,5682,PSMA1
2220,9099,USP2
2221,55324,ABCF3
2222,8440,NCK2
2223,8328,GFI1B
2224,170954,PPP1R18
2225,5090,PBX3
2226,285268,ZNF621
2227,5689,PSMB1
2228,2669,GEM
2229,55147,RBM23
2230,5481,PPID
2231,1641,DCX
2232,9961,MVP
2233,55633,TBC1D22B
2234,573,BAG1
2235,78990,OTUB2
2236,8214,DGCR6
2237,57674,RNF213
2238,1163,CKS1B
2239,9107,MTMR6
2240,375056,MIA3
2241,252969,NEIL2
2242,8269,TMEM187
2243,5552,SRGN
2244,79839,CCDC102B
2245,166,AES
2246,58500,ZNF250
2247,91647,ATPAF2
2248,4938,OAS1
2249,84832,NA
2250,84106,PRAM1
2251,23001,WDFY3
2252,8664,EIF3D
2253,23005,MAPKBP1
2254,1108,CHD4
2255,2735,GLI1
2256,54478,FAM64A
2257,54474,KRT20
2258,5294,PIK3CG
2259,3836,KPNA1
2260,27023,FOXB1
2261,10363,HMG20A
2262,9592,IER2
2263,51002,TPRKB
2264,81557,MAGED4B
2265,55285,RBM41
2266,55284,UBE2W
2267,1977,EIF4E
2268,9929,JOSD1
2269,50650,ARHGEF3
2270,137209,ZNF572
2271,4004,LMO1
2272,285172,FAM126B
2273,1786,DNMT1
2274,7114,TMSB4X
2275,84856,NA
2276,79025,C20orf195
2277,10188,TNK2
2278,84221,SPATC1L
2279,54880,BCOR
2280,63893,UBE2O
2281,29127,RACGAP1
2282,26240,FAM50B
2283,83707,TRPT1
2284,64147,KIF9
2285,57606,SLAIN2
2286,5159,PDGFRB
2287,129868,TRIM43
2288,154865,IQUB
2289,132789,GNPDA2
2290,57192,MCOLN1
2291,102724631,POTEB3
2292,4802,NFYC
2293,196441,ZFC3H1
2294,5562,PRKAA1
2295,116225,ZMYND19
2296,50804,MYEF2
2297,3959,LGALS3BP
2298,55195,C14orf105
2299,54540,FAM193B
2300,151188,ARL6IP6
2301,55093,WDYHV1
2302,4110,MAGEA11
2303,8450,CUL4B
2304,54461,FBXW5
2305,9641,IKBKE
2306,6427,SRSF2
2307,54927,CHCHD3
2308,5081,PAX7
2309,51421,AMOTL2
2310,51352,NA
2311,2670,GFAP
2312,51588,PIAS4
2313,80347,COASY
2314,54820,NDE1
2315,81565,NDEL1
2316,5336,PLCG2
2317,54793,KCTD9
2318,9975,NR1D2
2319,84619,ZGPAT
2320,51734,MSRB1
2321,3603,IL16
2322,752,FMNL1
2323,60491,NIF3L1
2324,60493,FASTKD5
2325,115426,UHRF2
2326,6886,TAL1
2327,4600,MX2
2328,56204,FAM214A
2329,79173,C19orf57
2330,79797,ZNF408
2331,7286,TUFT1
2332,9454,HOMER3
2333,147687,ZNF417
2334,79650,USB1
2335,6942,TCF20
2336,79921,TCEAL4
2337,11074,TRIM31
2338,23741,EID1
2339,10174,SORBS3
2340,5287,PIK3C2B
2341,5286,PIK3C2A
2342,51465,UBE2J1
2343,23199,GSE1
2344,644903,NA
2345,166979,CDC20B
2346,26505,CNNM3
2347,51545,ZNF581
2348,63898,SH2D4A
2349,123283,TARSL2
2350,5914,RARA
2351,10615,SPAG5
2352,3148,HMGB2
2353,8208,CHAF1B
2354,79682,CENPU
2355,80201,HKDC1
2356,81620,CDT1
2357,7884,SLBP
2358,4190,MDH1
2359,4350,MPG
2360,2043,EPHA4
2361,3099,HK2
2362,9735,KNTC1
2363,332,BIRC5
2364,9631,NUP155
2365,84057,MND1
2366,26271,FBXO5
2367,23435,TARDBP
2368,51720,UIMC1
2369,1058,CENPA
2370,11164,NUDT5
2371,6039,RNASE6
2372,259266,ASPM
2373,23,ABCF1
2374,3838,KPNA2
2375,10112,KIF20A
2376,1063,CENPF
2377,51616,TAF9B
2378,83540,NUF2
2379,1434,CSE1L
2380,3015,H2AFZ
2381,7913,DEK
2382,2058,EPRS
2383,23234,DNAJC9
2384,9232,PTTG1
2385,55143,CDCA8
2386,55367,PIDD1
2387,9055,PRC1
2388,55706,NDC1
2389,7283,TUBG1
2390,79991,OBFC1
2391,79019,CENPM
2392,8624,PSMG1
2393,79902,NUP85
2394,29980,DONSON
2395,80222,TARS2
2396,4678,NASP
2397,993,CDC25A
2398,8438,RAD54L
2399,8531,YBX3
2400,79871,RPAP2
2401,23165,NUP205
2402,55732,C1orf112
2403,9918,NCAPD2
2404,51592,TRIM33
2405,1164,CKS2
2406,56992,KIF15
2407,29935,RPA4
2408,23644,EDC4
2409,10643,IGF2BP3
2410,965,CD58
2411,25920,NELFB
2412,3098,HK1
2413,6878,TAF6
2414,6873,TAF2
2415,57122,NUP107
2416,83879,CDCA7
2417,54892,NCAPG2
2418,51053,GMNN
2419,8892,EIF2B2
2420,8891,EIF2B3
2421,23385,NCSTN
2422,7019,TFAM
2423,1635,DCTD
2424,29893,PSMC3IP
2425,6883,TAF12
2426,1025,CDK9
2427,84461,NEURL4
2428,23532,PRAME
2429,158,ADSL
2430,81602,CDADC1
2431,9493,KIF23
2432,3101,HK3
2433,55165,CEP55
2434,8848,TSC22D1
2435,152185,SPICE1
2436,29997,GLTSCR2
2437,54903,MKS1
2438,55183,RIF1
2439,55835,CENPJ
2440,10075,HUWE1
2441,158078,NA
2442,8898,MTMR2
2443,331,XIAP
2444,55791,LRIF1
2445,5704,PSMC4
2446,2959,GTF2B
2447,27030,MLH3
2448,84060,RBM48
2449,79657,RPAP3
2450,3632,INPP5A
2451,10475,TRIM38
2452,958,CD40
2453,25842,ASF1A
2454,4665,NAB2
2455,8481,OFD1
2456,401399,PRRT4
2457,285368,PRRT3
2458,83890,SPATA9
2459,120935,CCDC38
2460,55345,ZGRF1
2461,57617,VPS18
2462,351,APP
2463,83897,KRTAP3-2
2464,5013,OTX1
2465,125058,TBC1D16
2466,100505879,NA
2467,83755,KRTAP4-12
2468,115817,DHRS1
2469,386680,KRTAP10-5
2470,353144,LCE3C
